TOKEN	WEIGHT
dominate	-0.10576860855318923
re-establish	-0.10573247355114333
Ali	-0.10571648976394285
Paraguay	-0.10567774220334124
begins	-0.10553734962607807
lifted	-0.10552279357015355
vigilant	-0.10548152180739474
Cultural	-0.10547740611963145
escalating	-0.1054234703348875
seeds	-0.10541478237339763
adjustments	-0.10529990441743665
consent	-0.10529668737038084
incompatible	-0.10528990892059027
chances	-0.10524955632412471
Can	-0.1051836405243162
Nauru	-0.10518339941858738
G-20	-0.1051515931409019
periods	-0.10514588538248548
Mauritania	-0.10513969409257963
enables	-0.10513886212218108
geography	-0.10511526924878213
epidemic	-0.10500754877105219
lasted	-0.10495988545812455
formulas	-0.10494746995516334
Granting	-0.1049143282505812
released	-0.10487980572337621
neighbourliness	-0.10484163138284702
await	-0.10483626095293724
possibly	-0.10481913214405757
practically	-0.10478869268042663
frank	-0.10477795804901947
pact	-0.104747719797436
whereas	-0.1046411810980675
read	-0.10458815000995424
unreservedly	-0.10445866706830831
halting	-0.10440841882681812
flag	-0.10430877675683256
devise	-0.10430439254805823
accumulated	-0.10427712466019319
Byelorussian	-0.10426942098433711
persecution	-0.10413544479187503
Notwithstanding	-0.1040239175925169
bombing	-0.10400216529213392
roles	-0.10397076973051601
exercising	-0.10388631318836586
multidimensional	-0.10384826086459367
Zone	-0.10380089502112198
disintegration	-0.10379921909656308
controls	-0.1037325942102391
GATT	-0.10373224907641229
signatories	-0.10367540265154428
compensation	-0.10366633049067989
immune	-0.10365579081076529
artificial	-0.10362951511671807
sincerity	-0.10361628551737084
pertinent	-0.10353495644770667
explosion	-0.10350540318999987
published	-0.1035047896819051
secondary	-0.10348026791328016
guarantor	-0.10347795828587197
distinct	-0.10343784938512705
holocaust	-0.10342437441789548
faster	-0.1034039503433109
detailed	-0.1033678163008573
frameworks	-0.1032890996147295
hostages	-0.10321597095923364
profit	-0.10321430232517997
revision	-0.10320094569879129
hospitals	-0.10318976685195015
Smith	-0.10315347559527444
brutality	-0.10307053874406676
sixty-third	-0.10304461192440066
honourable	-0.10300462560318413
Sweden	-0.1029791141504387
equilibrium	-0.10292731321120353
earned	-0.10289892635765978
irresponsible	-0.10289555703020635
Upper	-0.10286967175629343
ninth	-0.10285112423302362
characteristic	-0.10284966357643324
Prince	-0.10281650554557059
hour	-0.10263112499028235
swiftly	-0.10260152846688345
ecosystems	-0.10255916000833422
continually	-0.10254310898248259
industrialization	-0.10254071560631375
merit	-0.10247253177934897
Stockholm	-0.10243198994524713
Executive	-0.10239875087810675
dying	-0.10234065161554329
perceived	-0.10230176856458438
suggestions	-0.10229951885823041
summits	-0.10227972574317487
Fourthly	-0.10225672043677936
Laos	-0.10220190848626488
players	-0.10216782342704514
immigration	-0.102158321573079
socialism	-0.10207157357582669
lawful	-0.10199498196991544
sort	-0.1019225973332703
refuses	-0.10192059137268474
Are	-0.10188621978558016
vigour	-0.10184601408643112
missile	-0.10182229238804023
weaknesses	-0.10181320455065984
sooner	-0.10179361926719488
benefited	-0.10175417111956446
drop	-0.10174613961099
compounded	-0.10174197821324468
agency	-0.10165322704859947
interconnected	-0.10164807318896728
punishment	-0.10164718985431645
Mother	-0.10152787862380698
defended	-0.10147561904465863
Zambia	-0.10137156475548613
fronts	-0.1013514401671377
written	-0.10128149959862226
greet	-0.10127415193654572
accommodation	-0.10119251253975385
glad	-0.10112626992471123
endure	-0.10108430762249529
Revolution	-0.10097297813797049
maternal	-0.1009603238986237
participatory	-0.10096030616666846
subscribe	-0.10090080168659407
Elimination	-0.10089832083208486
mandated	-0.10087259455051768
leaves	-0.10081995353173155
Caucasus	-0.10076016615036912
percentage	-0.10072823430873812
abilities	-0.10069661842604763
Armed	-0.1006920949944029
cherish	-0.10068751549444485
non	-0.10067707949754355
happens	-0.1006441325229664
plague	-0.10055128379622694
illusion	-0.10050785377338559
Based	-0.1004781976493244
saved	-0.10041668666435181
announcement	-0.1003861309251425
traffickers	-0.10037758450418799
unswerving	-0.10034574396716892
spring	-0.10033274323506298
sorrow	-0.100298904808761
deplorable	-0.10024199270414741
Stability	-0.1001932574809084
stems	-0.10016459049452353
consumer	-0.10015925186811302
transformative	-0.1001360991287007
stockpiles	-0.10011404698079673
accumulation	-0.10008873118405569
investing	-0.10008647302139495
exactly	-0.10002563188685086
shed	-0.09996789640594335
1948	-0.09986745829788601
ad	-0.09983618768844196
concentrated	-0.0998267010416653
fewer	-0.09982551767492687
display	-0.09981864973245909
limiting	-0.09981186222647045
vitally	-0.09969159623721324
hurricane	-0.09962865934886317
categorically	-0.09962635638217376
stark	-0.0995509288698459
Bureau	-0.09954447720122828
sixty-sixth	-0.09949074975996353
eventual	-0.09945120366285115
Camp	-0.09944939443197487
endless	-0.09942324724769834
runs	-0.09932482730128343
Non-	-0.0991975204090145
Tajikistan	-0.09918804348272378
Serbs	-0.09911081464690878
candidacy	-0.09907155550648461
walls	-0.0989700811790858
detail	-0.09896300265145448
timetable	-0.09895351530790313
suppression	-0.09888359355164907
encountered	-0.09886354953883798
fast	-0.09881261970353213
facilitated	-0.09876772396850071
fisheries	-0.0987404514820712
measured	-0.0987252501923406
lowest	-0.09868814460360897
visits	-0.09865954706030466
depth	-0.0986361973935112
fifty-ninth	-0.09862172492007752
anarchy	-0.0985830131304639
Senegal	-0.09857339403547861
proposes	-0.09856480467721904
300	-0.09851502382415714
selective	-0.09848735148065851
fervent	-0.09845299489606742
impartial	-0.09845120167852027
Volta	-0.09844922453449971
prompted	-0.09840630282818383
Far	-0.09833353821414723
Kiribati	-0.09832619749758155
applicable	-0.09830380314099872
restructure	-0.09824113389742885
backed	-0.09821471698446277
embodies	-0.09819992068292185
arisen	-0.09819084192669325
Kitts	-0.09818758608853473
enforce	-0.09818666701816567
Order	-0.09815390613446068
naval	-0.09811495979613989
acceded	-0.09810918824133293
self-reliance	-0.098043969984513
worsened	-0.0980132814301779
appalling	-0.09801300746439061
proclamation	-0.09797259316167682
five-year	-0.09794780096625134
vibrant	-0.09788595485368465
revenue	-0.09786442113582881
caught	-0.09778221572774883
multi-ethnic	-0.09768946667364926
attended	-0.09766485620440826
stresses	-0.09763593321288941
costly	-0.0975698515286009
Civil	-0.09755155596638865
reported	-0.09751512571451906
horror	-0.09749469203360576
suspicion	-0.09746941328158405
publicly	-0.09746706731065548
Al-Khalifa	-0.09745569386588346
enacted	-0.09742068632017717
renunciation	-0.09735964324033565
sisterly	-0.09732621784580878
paths	-0.09728181995241342
investors	-0.09727696413441805
unfolding	-0.09727519558572385
500	-0.0972494005930035
Asia-Pacific	-0.09724553379393946
turbulent	-0.09724283412320782
Report	-0.09716523404239447
English	-0.09713272637289003
Strengthening	-0.09711652370648902
Serbian	-0.09709105481458839
reconsider	-0.09708496595857377
1373	-0.09708187971126712
weakness	-0.09706987983286774
contributor	-0.09705927741079715
entail	-0.09705578133324269
drastic	-0.09698442215701351
distress	-0.09686205868349242
indicates	-0.09682542506376322
import	-0.09680924738463162
puts	-0.09679181851052265
torn	-0.09678428091954515
allocation	-0.09677778287662606
creativity	-0.09677741107447874
Permit	-0.0967729617240452
denying	-0.0967004873929395
yoke	-0.09668367122060133
segments	-0.09668269986604484
accomplishment	-0.09657734237575019
secured	-0.09653532219531187
stance	-0.09651968377832766
regulate	-0.0965059534322241
conflicting	-0.09647594367179267
proves	-0.09645474132858768
livelihood	-0.09642175785432558
Tokyo	-0.09642169396641266
atomic	-0.09637892842770147
liberated	-0.09634676445387289
hesitate	-0.09634491651523404
arsenal	-0.09633522701279805
block	-0.09632561614069404
separation	-0.0963242072231827
livelihoods	-0.09629365885663907
51	-0.09625136220850139
afflicting	-0.09623945322895973
hungry	-0.09623122261787109
Philippines	-0.0962270119118841
republic	-0.0961886188109871
test-ban	-0.09615221436527427
fragility	-0.09612156594822337
female	-0.09611061667018056
gaps	-0.09601098422618044
withdrawn	-0.09599813469667501
Royal	-0.09597958014885706
carries	-0.09592251309544722
customs	-0.095906612368093
conflagration	-0.09589462313134685
indication	-0.09585322056867879
ineffective	-0.09581814105643277
neo-colonialism	-0.09574441058307802
MDG	-0.0957199198433027
militant	-0.09564253549424649
Apart	-0.09562701310586422
punish	-0.09560882326952001
deploy	-0.09556265735299609
gravely	-0.09554363908703681
endemic	-0.09553518886736317
mindful	-0.0955117379483006
unrest	-0.09550615112731177
hostage	-0.09548821682356494
fairly	-0.09546847119632519
imperatives	-0.09545081290122655
Operation	-0.09543559822951306
Fascist	-0.09541362419647759
Pope	-0.09534198248824269
debtor	-0.09528237675941614
wholeheartedly	-0.09527687627640499
opposite	-0.09524457435608519
crowned	-0.09522616280652588
commemorate	-0.09522355019970125
assurance	-0.0952182625770744
certainty	-0.09520620201833668
Too	-0.09519679419609671
sixty-first	-0.09515265530101534
annually	-0.09514420567408094
reaffirmation	-0.09513687632746115
speeches	-0.09509871353007729
intent	-0.0950956213251082
headed	-0.09509332258760765
inaction	-0.09508597752006212
tenets	-0.0950343729613401
fanaticism	-0.09500835770460779
floor	-0.09500482038576764
swift	-0.09498018346154904
citizenship	-0.09493482688893187
breach	-0.09489351163851927
forged	-0.0948732564612645
hardship	-0.09482940787913607
risen	-0.09481314012085836
afflict	-0.09478589429698031
holy	-0.09470455781551938
Obviously	-0.09462548020239635
Ten	-0.09453938574359018
selfishness	-0.09453758381310967
contradiction	-0.09448623503482388
geared	-0.09448392593982845
strengthens	-0.09443378787236668
Goal	-0.0943513159265956
weakened	-0.09430522238216266
Al	-0.0942982404261981
rivalries	-0.0942591595158972
subsequently	-0.09416366876506112
patient	-0.09415792568307926
explained	-0.09411184925984836
chose	-0.09408497287795659
la	-0.0940530243745154
uncertainties	-0.09401721989521267
urban	-0.09401432385624488
Kashmir	-0.09401105620376562
gather	-0.09396942300324265
Savimbi	-0.09393777132862359
finances	-0.09383333725895905
doomed	-0.09379731759187664
nuclear-free	-0.09378605470949192
colonies	-0.09375167882359098
overlook	-0.09370672348759596
indignation	-0.09363807363242253
regrettably	-0.09363435195981522
parameters	-0.09361562855195486
scenario	-0.09360329832143453
build-up	-0.09355778029320445
proceeding	-0.09351594120875469
reign	-0.09348172372460346
dynamics	-0.0934188853646703
Financial	-0.09337635022108151
transcend	-0.09332843094713475
zero	-0.09326174235422077
clash	-0.09316676203325887
adjust	-0.09312542828259959
aroused	-0.09305899847974292
deem	-0.09305077299871763
protocol	-0.09301897666359331
Whatever	-0.0929919380100642
potentially	-0.0929363384997501
Control	-0.09289900435961031
epidemics	-0.09286916998643537
combination	-0.09282587125699245
beautiful	-0.09281002749363762
indirectly	-0.0927680770493129
protagonists	-0.09273672972822926
convince	-0.09270491409742619
compatriots	-0.0926635988302871
Principles	-0.0925727726287565
precise	-0.09257271247943465
officially	-0.0925238862499026
irrational	-0.09245146957497796
vis-à-vis	-0.09232340089879136
combatants	-0.09230684817898231
learning	-0.0923022420926272
Beirut	-0.09224881159548838
fascism	-0.09223423998820601
Americans	-0.09223213122444977
unit	-0.09221786131763257
Earlier	-0.09214532320912332
intensifying	-0.09212475442066007
1970s	-0.09209882334750275
charged	-0.09208918443321078
ignoring	-0.09200909347624589
Should	-0.09198121137262115
persevere	-0.09197093065607072
nonaligned	-0.09196896691703467
availability	-0.09195793299480359
wished	-0.09189553026176629
Will	-0.09186709260257936
races	-0.09186162999405692
Monaco	-0.09184924117629942
basically	-0.09182031510288312
Resolution	-0.09181252307315323
deteriorated	-0.09179674722672668
dismantle	-0.09178693781537892
guilty	-0.09177234288305146
ceased	-0.09173784579604453
Yes	-0.09172639444193124
precondition	-0.09171047219551136
reminds	-0.09170177660331054
hoc	-0.09166211627300112
Eight	-0.09162615434723992
pays	-0.0915545238604937
grim	-0.09154543114661078
corner	-0.09151517452518447
XXV	-0.09150520231894416
doors	-0.09149268613940996
supremacy	-0.0914700494009738
accident	-0.09143743291847503
personality	-0.09141668577939742
appropriately	-0.09132592984137435
embraced	-0.0913026342532964
barely	-0.0912987667456396
provocation	-0.09129751439670897
financed	-0.09128889191148508
informal	-0.09124196941473202
derived	-0.09120282941399806
Antarctica	-0.09118634245134187
virtues	-0.09111713463431055
opinions	-0.09110924939165582
feasible	-0.09110288532637374
missing	-0.09110080639802162
voted	-0.09109699948519488
asset	-0.09108880144514794
streets	-0.09105473032842673
departure	-0.0910250558545252
destinies	-0.09096642552538098
alleviating	-0.09094149510763753
Vice-President	-0.09091720972092666
regulatory	-0.09089209042081889
judgement	-0.09088381403852827
sixty-fourth	-0.09086705778468822
Freedom	-0.09086531972915901
permanently	-0.09084893713106315
Italian	-0.09082873876669412
Peacekeeping	-0.09082765616939538
heightened	-0.09074176398799048
Mrs.	-0.09073102676930951
ODA	-0.09073028646995508
Time	-0.09072618035325596
coercion	-0.09072130492027979
orientation	-0.09071049831152891
contributors	-0.0907080631579044
Education	-0.09068955436981561
neighbourhood	-0.09067002622013073
Zionism	-0.09065782541203711
Treki	-0.09063832369437616
yielded	-0.09063111968755942
adapting	-0.09062638923274542
subversion	-0.09061743717109155
tide	-0.09057307995804156
non-State	-0.0904745887718595
annihilation	-0.09046319690864205
Romania	-0.09043150839324506
Escoto	-0.0904239426639547
hegemonism	-0.09041529729596154
Still	-0.0903766158417212
observation	-0.09034973596571484
Tunisia	-0.09034745634463166
Bosnian	-0.09033467170287111
Free	-0.09025298105067042
lengthy	-0.09016707008243047
eloquent	-0.09013665403954164
Until	-0.09012476857510476
Mutual	-0.09007782761942842
evidenced	-0.08994231881631141
agents	-0.08989448891232436
seemingly	-0.08988005484084527
ruling	-0.0898663967408738
Everyone	-0.08985694725291705
supposed	-0.08984280342407774
somewhat	-0.08980450705326447
channel	-0.08979793235405145
elusive	-0.08975939061264858
stockpiling	-0.08975368379956007
comments	-0.0897347383187995
Jean	-0.08971223554130006
racists	-0.08970647354302778
nationally	-0.08969712399166502
warned	-0.08968188054144585
tuberculosis	-0.08967647670837793
manufactured	-0.08963449756952549
participant	-0.08960686925422529
hamper	-0.08960504723312174
rebels	-0.08957528930360802
shocked	-0.08957214328266105
undergone	-0.08956100470963133
Czechoslovakia	-0.0895579143489645
chief	-0.08955389030975436
Irish	-0.08953159067492285
liberal	-0.08952658557533615
declining	-0.08947789495055612
balances	-0.0894252590633947
arrest	-0.08936361667509549
examination	-0.08935935134041577
praiseworthy	-0.0893579265774218
neglect	-0.08927458040447088
committees	-0.08923713350209883
starvation	-0.08921870515100438
incorporated	-0.08921174148696864
containing	-0.08918583923306994
appeared	-0.08916512077282482
Brockmann	-0.08915458882097754
sanitation	-0.0891473045850531
Federated	-0.08912953978432774
spend	-0.08912941033088496
mounting	-0.08911532814894405
traditionally	-0.08910100270252633
passage	-0.0890986634276164
dangerously	-0.08909631535987929
man-made	-0.08907788339459173
expelled	-0.08905461888911298
anguish	-0.0890294824533254
undertakings	-0.08899074841139276
ecosystem	-0.08898166705006752
inviolability	-0.08896752477250273
greed	-0.08893101967512972
diplomats	-0.08893010381905098
1960	-0.08889868044108387
Puerto	-0.08889296625494643
accounts	-0.08884723447020985
self-defence	-0.08883639504478467
unsustainable	-0.08882993919881033
volatile	-0.08881427753043088
assurances	-0.08876260931044219
opens	-0.08876004379842066
xenophobia	-0.08872779329759845
complementarity	-0.0885854146105738
fails	-0.08856193789837126
distrust	-0.08855025015942128
socially	-0.08854046857126718
Strategic	-0.08842834634130685
generating	-0.08841475431306726
guns	-0.08837978440369602
Several	-0.08837945080770576
smuggling	-0.0883686421488306
bombs	-0.08834807070910168
revive	-0.08830835744297387
havoc	-0.08827177092428552
smooth	-0.08826960747753927
100,000	-0.08826865407156086
weather	-0.08826801279526297
Neither	-0.08824048984327834
stemming	-0.08820216378338189
flourish	-0.08807163122887249
basin	-0.08801464996648505
differentiated	-0.0879970998610085
eye	-0.08799116002932893
emphasizes	-0.08797819900593887
incident	-0.08794528351961417
evaluate	-0.08791805748150085
filled	-0.08790478824631882
stabilizing	-0.08788362248676236
jeopardizing	-0.08786209438653833
ICC	-0.08784833507152062
Apartheid	-0.08777647383651425
obsolete	-0.0877724851388215
candidature	-0.08776925463954117
compromises	-0.08776405660486229
Armenians	-0.0877498733751222
advisory	-0.08774091852626127
Army	-0.08772826971788322
peace-	-0.08767660579250838
moreover	-0.08766702881106447
vocation	-0.08764372236956608
progressively	-0.08760547198088683
disappointing	-0.08758868262029107
absurd	-0.08753074176939364
Cold	-0.08751343213907782
token	-0.08744517752615971
preceding	-0.08743839830352203
bank	-0.08743452631598024
helps	-0.08737644994885281
restricted	-0.08735052761368838
distributed	-0.08731666877762374
distressing	-0.08729324616450485
momentous	-0.08727402411479156
raging	-0.08725243259482286
defeated	-0.0872175597136618
delayed	-0.08718984688908613
thrust	-0.08717893114339953
totalitarian	-0.08716432054790964
complemented	-0.08713462350531366
futile	-0.08711018877609261
statehood	-0.08710176504817811
cry	-0.08710153255463346
feed	-0.08699684039677914
recipient	-0.08698724147043609
combine	-0.08692528781287714
liberties	-0.08684520421203823
concentration	-0.0868186914237407
devices	-0.08681481864716685
Thailand	-0.08676431280308271
diminished	-0.08669252879971148
casualties	-0.08666864371600921
juridical	-0.0866669721695807
Oslo	-0.08662932457479706
returning	-0.08661160237142
spectre	-0.08658660774789645
thirty-fifth	-0.08643743950985495
removing	-0.08641244542264977
broad-based	-0.08633547635209089
suffers	-0.08623508656592012
eleventh	-0.08622696705268933
1514	-0.08619489446257002
landscape	-0.08614246935412391
holistic	-0.08612014871670481
coca	-0.08611205938744108
Day	-0.08611086336221488
divert	-0.08608062176551001
House	-0.08607565779986592
Conflict	-0.08603081896317524
eradicated	-0.08602175957843863
resorting	-0.0860047371051907
identifying	-0.08599131733842041
Certainly	-0.08598538871040563
plagued	-0.08598131137217441
River	-0.08597557591949952
denounced	-0.08594966726579988
derive	-0.08592831071821234
cardinal	-0.08591069154800803
television	-0.08589954705137877
forging	-0.08589862950439824
provinces	-0.0858768937688798
Recovery	-0.08587061316995798
usual	-0.08583842315721447
primacy	-0.08582505104970525
in-depth	-0.08581896582716639
standpoint	-0.08578020920549928
reviewed	-0.08577716267445264
voluntarily	-0.08564321678918711
responsibly	-0.08564148890968701
proactive	-0.0856129014308068
disappeared	-0.08560699948657526
Tariffs	-0.08559776151288608
deadline	-0.08559686935593458
motives	-0.08548063430195525
historically	-0.08547649840363211
minimize	-0.08547027534381689
employed	-0.08533738048247196
OAS	-0.08530507436906716
Chernobyl	-0.08530248851082112
medium	-0.08525355889999628
grief	-0.08517577543753799
contempt	-0.08515976325253352
stocks	-0.08513264019971553
Concerning	-0.0850812956378549
Kuwaiti	-0.08505367120100081
dare	-0.0850049783953998
retain	-0.08495518845612843
non-communicable	-0.0849393463113728
plenary	-0.08490037066107173
surprise	-0.08488682403822223
drafted	-0.08481210013328754
advocating	-0.08475746913621651
formally	-0.0846954519372137
navigation	-0.08460568226772898
distance	-0.08457260617954632
pandemics	-0.08455469732528441
Comrade	-0.0845068295687749
powerless	-0.08448978965963046
qualified	-0.08448959583596126
comprehensively	-0.08445637626859726
wounded	-0.08444679294906188
overdue	-0.08442078253583256
fifty-sixth	-0.08441027489865738
Accords	-0.08438023656013255
exploration	-0.08427189674177754
sixty-	-0.08409648494840759
hitherto	-0.08406810090182756
marking	-0.08405412953076283
moderate	-0.0839585101129848
houses	-0.08392165504852202
periodic	-0.08392018294004219
plunged	-0.0838801366024116
regularly	-0.0838452663901941
arbitration	-0.08384455050579426
federal	-0.0838382757776263
mothers	-0.08381871532748038
functional	-0.08377142056729367
UNIFIL	-0.08375952868531056
Fortunately	-0.08375864714826692
paper	-0.08375254361727856
disappear	-0.08373611213173567
slowly	-0.08373609557932826
revitalized	-0.0837134935700959
administering	-0.08370079300072897
Civilizations	-0.08363116160886601
Accord	-0.08357227305042739
sixty-seventh	-0.0835396643621725
votes	-0.08347121879297072
Talks	-0.0834421956003777
fertile	-0.08344164756193082
length	-0.08336767568893025
businesses	-0.08335835493053834
definitively	-0.08324475132239888
Dayton	-0.08323740119094548
frame	-0.08320323951793523
fleets	-0.08319077188607503
unnecessary	-0.08314842040352946
150	-0.08313004561682141
deals	-0.08311446250519673
norm	-0.0830790330814064
schemes	-0.08304886412108965
Do	-0.08301096562333239
wide-ranging	-0.08300372222669755
Deputy	-0.08300233488920668
spectrum	-0.08298109741787912
sixty-ninth	-0.08288361919519728
unbridled	-0.08286937676100077
plots	-0.08285748633219128
bolster	-0.08285565885593842
fleeing	-0.08284101093687488
disturbed	-0.08283052969665221
thoroughly	-0.08281824848351771
rejecting	-0.08278994561731925
sectarian	-0.08277415925148236
respectful	-0.08268399777436403
empty	-0.08265404300706165
militarily	-0.08264624843786177
fifty-first	-0.08263847044871168
delivering	-0.08260059902929189
voting	-0.08259240124121
richest	-0.08258375329172733
diversification	-0.08256927317183133
Miguel	-0.08255576522396094
square	-0.08254404726703804
Sheikh	-0.08253318578986464
Al-Nasser	-0.08249088145787166
underscored	-0.08247359640178878
weakest	-0.08245180567388513
outdated	-0.08241992315284494
tropical	-0.08239468373354343
infrastructures	-0.08239020810818999
portion	-0.08235448931732066
heartened	-0.0823505209178519
richer	-0.08233954512795116
fulfill	-0.08232324768984738
SSR	-0.08230033166505693
agrees	-0.08229756454367083
establishes	-0.08228221268746555
alarm	-0.08227812801047282
Istanbul	-0.08226234538632624
Kavan	-0.08224846048392187
SADC	-0.08223899707063251
father	-0.08222936217126578
Relations	-0.08222909266989802
regrets	-0.08219145228183142
weakening	-0.08218731432166262
helm	-0.08217358218331394
Timor-Leste	-0.08217079765558681
broadly	-0.08216302679439522
supporter	-0.08213840476195322
champion	-0.08213395803017451
Ministry	-0.08211885577610763
revenues	-0.08206871424090845
neighbourly	-0.08203188904124889
faithfully	-0.08202577625626309
comfort	-0.08201420529768967
598	-0.08197495578067382
illusions	-0.08193819220571052
Andorran	-0.08190403001907082
disabilities	-0.0819004053201614
utilize	-0.08189405928566004
psychological	-0.08188404736092122
Ottawa	-0.08186790660919852
statesmen	-0.08184624615092827
legitimately	-0.0818003359945315
oriented	-0.08178207235741598
exclude	-0.08178095541360673
bloc	-0.08171257368570245
boundary	-0.08170661816706014
Liberian	-0.0816814061975293
gases	-0.08165548445549085
calamities	-0.0816547320729452
horrific	-0.08161293127007992
dictated	-0.08160346113940951
mixed	-0.08158133983049676
deserved	-0.08157058765204485
dollar	-0.08153868992392573
unchanged	-0.08152636647659621
insistence	-0.08150196010599883
havens	-0.08149244954685875
focal	-0.08148711964184774
illustrious	-0.08143473027095653
laudable	-0.08141279010921916
envisage	-0.08140213534064575
evolved	-0.08136032647263201
master	-0.0813427295790333
co-operative	-0.08133806893289973
twice	-0.08126204166217797
elaborate	-0.08118996623881657
Almost	-0.08118645669939602
Strip	-0.08117505617095286
Razali	-0.08108773692960619
Scientific	-0.08107091681572737
attract	-0.08100359988988928
armies	-0.08097965589672136
Heights	-0.08096027196693455
curbing	-0.08092896884702734
equitably	-0.08090117276920752
penalty	-0.08088456354316745
awaiting	-0.08086972410467096
speculation	-0.08084919192743735
efficacy	-0.080844853032622
Han	-0.08083161046953621
MERCOSUR	-0.08081144612166241
revitalizing	-0.08080150403666099
integrating	-0.08079908708233802
humiliation	-0.08079515823236336
mother	-0.08074411119560361
interpretation	-0.08073426581053329
output	-0.08073243228260372
brink	-0.08072323107859086
fifty-second	-0.08070285259752066
Bissau	-0.08069735334101166
dilemma	-0.0806921237120204
overthrow	-0.0806917008358162
afraid	-0.08065491538670656
competitiveness	-0.08065132463233847
deficits	-0.08064138914882221
Hague	-0.08063617724010091
plunder	-0.08057905834557447
Eliasson	-0.08055222223033347
tons	-0.08054126399262655
evolve	-0.0805118844121027
corresponding	-0.08050624236005742
alternatives	-0.08050388893994963
grand	-0.08050253706157247
quick	-0.08048907346770019
conceal	-0.08048133307711759
monopoly	-0.08047924125159356
trained	-0.08047873221970361
affirmation	-0.08042939176693727
images	-0.08040999303455551
aiming	-0.08040336055837144
understands	-0.0803602140342965
liberate	-0.0803343476577043
ever-increasing	-0.08031794279220072
invaded	-0.08029247337271954
Havana	-0.08026711974906629
doubled	-0.08023435529407098
Conventions	-0.08021089407172606
incentives	-0.08019979158739451
similarly	-0.08018283488371077
Hunte	-0.08015843133935797
rescue	-0.08014321330011576
bipolar	-0.08009487722026544
commissions	-0.08003646129326904
train	-0.0800235358731367
saving	-0.08002041703689003
corners	-0.07999879403754447
tolerated	-0.0799798907370125
l993	-0.07997395468374612
sixty-eighth	-0.07996913053040718
furthermore	-0.07996328938105164
abiding	-0.07993142277763512
endowed	-0.0799244857315543
Buenos	-0.07989610312702422
Aires	-0.07989610312702422
disruption	-0.07987573541884142
tested	-0.07987116110600329
â€	-0.07984029236308311
Though	-0.07982479903208149
jeopardized	-0.07981333302345951
sixty-second	-0.0797029905008543
impression	-0.07962313958221266
medium-sized	-0.079588249086647
colonization	-0.07958197042335509
post-cold-war	-0.07948663167118128
talent	-0.07939279583657119
exploiting	-0.07936724632952105
eager	-0.07931155678166749
covering	-0.07927812478888711
disappearance	-0.07923742485566948
overriding	-0.07922625500985582
fifty-third	-0.07917434783918871
Hungarian	-0.07917374992699872
warring	-0.07916948424449959
deteriorate	-0.07912602511916379
oppressive	-0.0790939973512717
Ping	-0.07900425808276895
meagre	-0.07895136133602175
topics	-0.07889857874486164
requests	-0.0788951446230411
scheme	-0.07888478451666074
Reagan	-0.0788845470862905
Salim	-0.07886292958682009
reciprocal	-0.078835369563738
definitely	-0.07881299232649852
province	-0.07872511550416819
uncontrolled	-0.07871170545264795
shortage	-0.07870292992003902
Illicit	-0.07860524868765584
respectively	-0.07855717108246382
Combat	-0.07844971384848967
advice	-0.07836821306658653
west	-0.07836185536915986
rose	-0.07835348209023933
medicine	-0.07833122037648926
remembered	-0.07829594352443568
Process	-0.07828392659214883
forty-sixth	-0.07828195601617714
ravaged	-0.0782531434857153
paradox	-0.07824745753704751
shocks	-0.07824680276825821
earthquakes	-0.07821216996847352
stipulated	-0.0781884774301635
encompass	-0.07818357194106586
utilized	-0.07815547600263748
dwell	-0.07809968976839902
resilient	-0.0780564687228391
resorted	-0.07803974221274917
Highness	-0.07802213430755717
endeavors	-0.07800596720481438
forcefully	-0.07799407810765985
skilful	-0.07797922455953385
morally	-0.07797791683242926
Yesterday	-0.07796374735632136
memorandum	-0.07792434519138787
characterize	-0.07791564055925952
endeavor	-0.07791137361277287
groundwork	-0.0779054770605808
Measures	-0.07788715414640972
forty-ninth	-0.07785636014792201
smallest	-0.07783374961774067
assault	-0.07782975061384013
night	-0.07781619194167387
campaigns	-0.07779709965817348
superPowers	-0.07775502363772653
beacon	-0.0777019481975204
arises	-0.0776905286312048
coincides	-0.07764708128096585
introducing	-0.07764402564880642
energetic	-0.07763723560784085
Drugs	-0.07763715977879644
partition	-0.0776028609222732
violates	-0.07759548858776721
Kosova	-0.07753545026042864
Christian	-0.07752309395492842
cherished	-0.07749139210429357
wishing	-0.07743183086633648
urging	-0.0773949121303671
convictions	-0.07738533051681616
east	-0.07723395783938687
relates	-0.07723110612068784
speedily	-0.07717983083611703
﻿It	-0.07716701707543892
mostly	-0.0771282752587794
compromised	-0.07703574868834819
climatic	-0.07703308014898476
Migration	-0.07701987084297503
venture	-0.07697813464223066
odious	-0.07696221140615005
III	-0.07695191952673879
radically	-0.07692864254974188
cultivation	-0.0769285291609677
endorsement	-0.07683169135981378
adhered	-0.07682770052863212
virus	-0.07682635597978779
tied	-0.0768170640393657
doctrines	-0.07680737408969851
grew	-0.07678672443278163
Arusha	-0.07676056421636258
endangering	-0.07673925656289529
Bali	-0.07669601747406994
maneuvers	-0.07667155998545074
catastrophes	-0.07665185939594468
Baltic	-0.07660018763238428
fifty-seventh	-0.07658040532799519
nineteenth	-0.07641849603520462
Al-Quds	-0.07633306413944052
facto	-0.07632610971072504
enlarged	-0.07632406605368212
prosper	-0.07632286148227044
